Lessons-learned row number,Category,Issue / improvement area,Expected DIT behavior,Covered?,Coverage status,Implementation file,Function or class,Connected to DIT UI?,Applied to corrected_df?,Included in DIT readiness?,Included in downloaded CSV?,Test coverage,Gap,Recommended fix,Priority
14,General Planning / EoD Checkins,EoD/progress check-ins preferred over email-only updates,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — programme communication,P3
15,General Planning / Ways of working & Communications,Poor cross-team visibility; need status template,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — WoW not Copilot,P3
16,Technical TCO Application / User Setup,GPID must be in Federation ID; IDX attribute for SSO,Only relevant if loading User objects via DIT; Copilot has no User-creation DIT template in scope,N,Not Relevant to DIT,,,,,,,,N/A for current DIT templates (Customers/Products/etc.),P3
17,Technical TCO Application / IPA Publishing,Unclear IPA setup dependencies and sequencing,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — IPA deployment steps,P3
18,Technical TCO INT / INT Team Communication,Teams not responding in bridge chats,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — cutover comms,P3
19,Technical TCO INT / INT Deployment Evidence,Need proof EDF deployed visit-plan/route code,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — deployment verification,P3
20,INT Testing / Clarity on EDF Testing Steps,Unclear EDF test scope and evidence,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — EDF testing process,P3
21,INT Testing / Re-explanation of timelines,Teams misunderstood testing expectations (no data expected),Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — test planning comms,P3
22,Data Load / Customers,"Addresses/postcode required; commas in street; Key Account dependency; accurate Key Account names; missing Type=Customer; picklist values (e.g. DISCOUNTER); Workbench formatting/splitting; duplicate External ID across markets; invalid GTM Status ""new""; RO address abbreviations; split address columns",Detect/fix required fields; validate picklists; comma/CSV issues; cross-ref Key Accounts; External ID uniqueness; GTM picklist; address columns; DD/MM/YYYY dates; propose safe fixes with approval; block READY until resolved,Partial,Partially Covered,"services/correction_plan_service.py; validators/address_validator.py; validators/csv_structure_validator.py; validators/picklist_validator.py; validators/duplicate_key_validator.py; validators/date_validator.py; services/row_correction_plan_service.py","build_correction_plan(); validate_addresses(); validate_csv_structure(); validate_picklists(); validate_duplicate_keys(); build_row_correction_plan()",Yes (header + row review in app.py DIT path),Partial — row fixes yes; picklist fixes no; Type column not in DIT Customers reference template,Partial — picklist blocking in evaluate_preparation_readiness but not download gate,Partial — friendly headers preserved; invalid picklists may still download,"tests/test_row_validation.py; tests/test_correction_workflow.py; tests/test_dit_picklist.py (API-column test only)","DIT picklist uses friendly headers as API names so metadata lookup often misses; no DIT picklist correction UI; Type not in DIT Customers template; no cross-template Key Account existence check; no GTM-specific rule beyond picklist; no market-aware External ID composite key","Map DIT friendly headers→API via Template_Config in build_dit_mapping_rows(); add render_picklist_validation to DIT path; align download gate with picklist blocking; add dependency check for Key Account references",P1
23,Data Load / Route Sales Geo,No learning point recorded in source,Needs Clarification whether Retail Sales Geo template gaps exist,N,Needs Clarification,,,,,,,,Confirm whether Route/Retail Sales Geo is in Copilot template catalog,P3
24,Data Load / Prospects,Commas in fields caused fails; slow loads on many files,Detect unquoted commas/malformed CSV; warn on large file count,Partial,Partially Covered,validators/csv_structure_validator.py; services/row_correction_plan_service.py,validate_csv_structure(); build_row_correction_plan(),Yes,No — detect only for CSV structure,Yes — malformed rows block via manual_review,No — no auto-fix for commas,N/A for file-count guidance,"tests/test_row_validation.py (field-count only)","No unclosed-quote detection; no file-split/size guidance; comma issues manual review only","Add CSV quoting guidance UI; optional auto-quote for address fields; document DIT file-size limits",P2
25,Data Load / Payers,Payers generated after DIL — not a load template,Not applicable — remove from tracker not DIT prep,N,Not Relevant to DIT,,,,,,,,N/A — object not loaded via template,P3
26,Data Load / Employee To Routes,Feature excluded from deployment due to enhancement misclassification,Not applicable to DIT validation — deployment/process issue,N,Not Relevant to DIT,,,,,,,,N/A — deployment scope not Copilot,P3
27,Data Load / Customer To Route,Files must be split (e.g. 38 parts); duplicate route+sequence fails,Warn on row count; detect duplicate route/sequence keys within file,Partial,Partially Covered,validators/duplicate_key_validator.py; core/csv_loader.py,validate_duplicate_keys(); load_uploaded_csv(),Partial — duplicate External ID only not route+sequence composite,Partial — generic duplicate detection only,No — no row-limit or split guidance,No,N/A,"No route+sequence composite duplicate rule; no 8k row split helper; no DIT-specific Customer To Route tests","Add composite-key duplicate validator for route templates; add row-count warning and split helper in UI",P1
28,Data Load / Routing Import,"Route ID cannot be 0; overlapping routes; dates must not be past; deployment exclusion; naming confusion (Routing Import vs Operational Routing)",Validate route IDs ≠ 0; past-date blocking; picklist/reference checks; template name clarity in UI,Partial,Partially Covered,"validators/date_validator.py; services/correction_plan_service.py; reference_templates/data_import_tool/routing_import.csv",validate_dates(); compare_to_reference(),Yes — dates and template headers,Partial — dates convertible/blocking; no route-ID-zero rule,Partial — dates in readiness; route rules absent,Partial,"tests/test_date_conversion.py; tests/test_row_validation.py","No validator for route ID = 0; no overlap detection; no past-date business rule beyond format validation; deployment issue out of scope","Add routing-specific validators (non-zero ID; optional overlap heuristic); enforce past-date manual review for routing date fields",P1
29,Data Load / Account Relationship,References must exist for accounts/customers already created,Cross-template dependency: referenced External IDs must exist in prior loads,No,Not Covered,engines/dependency_checker.py,check_dependencies() — empty stub,Yes — called from run_validation() but returns no issues,No,No — stub never blocks,No,None,"Dependency rules not configured; no waterfall load-order validation","Implement rules/dependencies.json for Account Relationship; surface blocking manual review",P1
30,Data Load / HS Checklist,N/A in source,Not applicable,N,Not Relevant to DIT,,,,,,,,N/A,P3
31,Data Load / Feature Definitions,N/A in source,Not applicable,N,Not Relevant to DIT,,,,,,,,N/A,P3
32,Data Load / Feature Definition Items,N/A in source,Not applicable,N,Not Relevant to DIT,,,,,,,,N/A,P3
33,Data Load / Key Accounts,Market differentiation requires unique names; address formatting without unnecessary commas,Concatenate name+market guidance; address comma/structure validation,Partial,Partially Covered,validators/address_validator.py; validators/csv_structure_validator.py,validate_addresses(); validate_csv_structure(),Yes,Partial — trim/line-break fixes only,Partial,Partial,tests/test_row_validation.py,"No market-suffix enforcement; comma-in-address detect-only","Add optional market-suffix proposal; strengthen comma-in-field detection",P2
34,Data Load / Feature Policy,N/A in source,Not applicable,N,Not Relevant to DIT,,,,,,,,N/A,P3
35,Data Load / Feature Policy Items,N/A in source,Not applicable,N,Not Relevant to DIT,,,,,,,,N/A,P3
36,Data Load / Market Modules,N/A in source,Not applicable,N,Not Relevant to DIT,,,,,,,,N/A,P3
37,Data Load / Development Task Mapping,N/A in source,Not applicable,N,Not Relevant to DIT,,,,,,,,N/A,P3
38,Data Load / Assessment Task Definition,N/A in source,Not applicable,N,Not Relevant to DIT,,,,,,,,N/A,P3
39,Data Load / Assessment Indicator Definition,N/A in source,Not applicable,N,Not Relevant to DIT,,,,,,,,N/A,P3
40,Data Load / Assessment Task Ind. Definition,N/A in source,Not applicable,N,Not Relevant to DIT,,,,,,,,N/A,P3
41,Data Load / Contracts,"Duration picklist 1-5; DD/MM/YYYY dates; SAP product codes not EAN; active-customer cross-check; separate contract types; FR market column",Picklist validation; date format; product-code reference check; cross-template customer status; required columns,Partial,Partially Covered,"validators/picklist_validator.py; validators/date_validator.py; services/date_conversion_service.py; engines/dependency_checker.py",validate_picklists(); validate_dates(); check_dependencies(),Yes — dates; picklist detect partial,Partial — dates to corrected_df; picklist not corrected in DIT,Partial — picklist in readiness summary not download gate,Partial,"tests/test_date_conversion.py; tests/test_dit_picklist.py","No SAP-vs-EAN product reference check; no active-customer cross-template rule; duration picklist depends on broken DIT picklist mapping","Fix DIT picklist API mapping; add cross-template dependency rules for Contracts",P1
42,Data Load / Product Hierarchies,Load Pepsi products before competitors or template fails,Enforce/reference load-order dependency across templates,No,Not Covered,engines/dependency_checker.py,check_dependencies(),Yes — stub only,No,No,No,None,"No product-existence dependency validation","Add Product Hierarchies dependency rules referencing Products upload",P1
43,Data Load / Products,Picklist values must match metadata; no currency symbols in template,Metadata-backed picklist validation; strip/block currency symbols in numeric fields,Partial,Partially Covered,"validators/picklist_validator.py; validators/numeric_validator.py",validate_picklists(); validate_numeric_fields(),Yes,Partial — numeric detect-only; picklist detect partial,Partial,Partial,tests/test_picklist_validation.py (Workbench); none for currency in DIT,"DIT picklist mapping gap; currency symbols blocking without safe strip proposal","Connect DIT picklist corrections; add currency-symbol strip with approval",P1
44,Data Load / Wholesalers,Bad source data required purge after load,Flag suspicious/invalid patterns; block READY on blocking validation,Partial,Partially Covered,validators/* via row_correction_plan_service.py,build_row_correction_plan(),Yes,Partial — only known rule categories,Partial,Partial,tests/test_row_validation.py,"No domain-specific wholesaler quality rules","Rely on strengthened generic validation; add template-specific business rules if defined",P2
45,Data Load / Store Products,No learning point recorded,Needs Clarification,N,Needs Clarification,,,,,,,,Confirm Store Product template coverage in Copilot,P3
46,Data Load / Assortment,No learning point recorded,Needs Clarification,N,Needs Clarification,,,,,,,,Confirm Assortment template coverage,P3
47,Data Load / Assortment Products,"Assortment must match assortment template; 40-char limit; contract assortments single SKU",Cross-template assortment ID match; string length validation; cardinality rules,No,Not Covered,engines/dependency_checker.py (stub),check_dependencies(),No domain validators,No,No,No,None,"No string-length validator; no assortment cross-reference rules","Add max-length validator from metadata; dependency rules for Assortment Products",P1
48,Data Load / Assortment Assignments,Platform could not handle millions of records in one load,Not Copilot scope — EDF platform volume handling,N,Not Relevant to DIT,,,,,,,,N/A — backend volume fix not CSV prep,P3
49,Data Load / Retail Promotions,"Rows merged for same promotion name; products not in product upload; comma-delimited multi-values in text fields",Detect duplicate promotion keys; product reference dependency; comma/multi-value issues,Partial,Partially Covered,"validators/duplicate_key_validator.py; validators/csv_structure_validator.py; engines/dependency_checker.py",validate_duplicate_keys(); validate_csv_structure(); check_dependencies(),Yes,Partial,Partial,Partial,tests/test_row_validation.py,"No promotion-name merge detection; no product-existence check; comma issues partial","Add promotion key duplicate rule; product reference dependency; multipicklist/text comma guidance",P1
50,Data Load / Retail store,Retail stores not loaded; bulk automation should be off,Not DIT CSV preparation — automation/process,N,Not Relevant to DIT,,,,,,,,N/A — automation not template prep,P3
51,Data Load / Non-Object specific,"Insufficient review time; template compliance; Workbench vs DIT tool choice; confirm picklists/External IDs; template version control; post-load purge pain; load how-to; template consolidation; issues only found at upload not validation",Copilot should catch upload-time issues pre-load: template match; metadata picklists; formatting; readiness gating; clear DIT vs Workbench guidance,Partial,Partially Covered,"app.py; engines/template_comparison.py; validators/picklist_validator.py; services/preparation_flow_service.py; validators/data_import_readiness_validator.py","DIT path in app.py; compare_to_reference(); validate_picklists(); evaluate_preparation_readiness()",Yes,Partial,Partial — readiness UI yes; download gate inconsistent,Partial — DIT CSV omits API names,Partial — unit tests only; no E2E DIT UI tests,"Picklist/download gap; no SharePoint/version control; no consolidated template UX; validation still misses upload-only failures (dependencies; route rules)","Fix DIT picklist + download alignment; implement dependencies; add E2E DIT regression suite; in-app DIT vs Workbench guidance",P1
52,Data Load / EDF File Load,Wrong environment files loaded (QA vs Pre-Prod),Not applicable to Copilot — environment selection,N,Not Relevant to DIT,,,,,,,,N/A — operator/environment discipline,P3
53,Data Load / KPIs,KPI metrics invisible until user activity,Not applicable to DIT CSV prep,N,Not Relevant to DIT,,,,,,,,N/A — runtime KPI behaviour,P3
54,Pipeline Triggering / 2-step Testing - General,Process validation then reconciliation validation,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — post-load testing process,P3
55,Pipeline Triggering / 2-step Testing - Reconciliation,Pre-prepared totals for reconciliation,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — reconciliation planning,P3
56,Pipeline Triggering / Master Pipeline Triggering,Avoid triggering sub-pipelines per object,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — EDF pipeline ops,P3
57,Pipeline Triggering / Pipeline Triggering Sequencing,Wait for full object load before pipelines,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — pipeline sequencing,P3
58,Post Deployment Testing / Salesforce Release Calendar,Unexpected MFA release impacted testing,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — platform release calendar,P3
59,Post Deployment Testing / User notification during load,Users emailed on document/image uploads,Not applicable to DIT CSV prep,N,Not Relevant to DIT,,,,,,,,N/A — Salesforce bug/config,P3
60,Post Deployment Testing / Designated Testing Periods,Sanity check windows needed,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — test planning,P3
61,Post Deployment Testing / Smoke Testing,Need clarity on smoke test scope and accounts,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — smoke test definition,P3
62,Post Deployment Testing / Files,Not all dev priorities have images in Salesforce,Not applicable to DIT upload workflow,N,Not Relevant to DIT,,,,,,,,N/A — content completeness,P3
63,Other,BV1-only deployment caused missing BV2 stories (EtR; Routing Import; FR BDR),Not applicable to DIT validation — deployment scope,N,Not Relevant to DIT,,,,,,,,N/A — release packaging,P3
